,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,greenbelt,nuisance,view,condition,grade,heat_source,sewer_system,sqft_above,sqft_basement,sqft_garage,sqft_patio,yr_built,yr_renovated,address,lat,long,postal_code,grade_code,condition_code,price_sqft
22944,8835200380,12/3/2021,890000.0,2,1.5,1030,4327,1.0,NO,YES,NO,NONE,Very Good,7 Average,Gas,PUBLIC,1030,0,400,0,1980,0,"13318 Northeast 136th Place, Kirkland, Washington 98034, United States",47.72277,-122.16231,98034,7,5,864.0776699029126
22963,9525600140,2/9/2022,990000.0,2,3.0,1480,3431,1.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,680,1020,220,540,1981,0,"101 Northwest 58th Street, Seattle, Washington 98107, United States",47.67038,-122.358203,98107,8,3,668.918918918919
22980,5194900150,4/5/2022,581000.0,3,2.0,1390,6384,1.0,NO,NO,NO,NONE,Good,7 Average,Gas,PUBLIC,1390,0,440,275,1990,0,"1211 E Street Southeast, Auburn, Washington 98002, United States",47.2967,-122.22305,98002,7,4,417.9856115107914
22989,5631500271,8/3/2021,814000.0,3,2.0,1240,9400,1.0,NO,NO,NO,NONE,Average,7 Average,Electricity,PUBLIC,1240,0,480,50,1986,0,"8014 Northeast 147th Street, Kenmore, Washington 98028, United States",47.73495,-122.2338,98028,7,3,656.4516129032259
22994,2744000030,5/24/2022,650000.0,3,2.0,1410,8251,1.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,1410,0,480,240,1983,0,"28825 43rd Place South, Auburn, Washington 98001, United States",47.34263,-122.279725,98001,7,3,460.9929078014184
23001,7286500057,5/27/2022,925000.0,4,3.0,2100,7531,1.0,NO,NO,NO,NONE,Average,7 Average,Electricity,PUBLIC,1240,1240,570,380,1983,0,"719 North 184th Street, Shoreline, Washington 98133, United States",47.76154,-122.350525,98133,7,3,440.4761904761905
23024,9542800250,7/20/2021,545000.0,4,2.5,1790,7440,1.0,NO,NO,NO,NONE,Very Good,7 Average,Gas,PUBLIC,1320,710,480,0,1978,0,"3321 Southwest 334th Street, Federal Way, Washington 98023, United States",47.302565,-122.37481,98023,7,5,304.46927374301674
23051,109200310,4/14/2022,650000.0,3,2.5,1770,7956,1.0,NO,NO,NO,NONE,Very Good,7 Average,Gas,PUBLIC,1350,1040,620,440,1984,0,"2613 Southwest 340th Place, Federal Way, Washington 98023, United States",47.29658,-122.36696,98023,7,5,367.2316384180791
23068,2564900510,6/28/2021,1005000.0,3,2.0,1480,6955,1.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,1480,0,480,0,1979,0,"11308 127th Place Northeast, Kirkland, Washington 98033, United States",47.7024,-122.17039,98033,8,3,679.0540540540541
23069,7982600010,3/9/2022,159500.0,3,2.0,1200,11400,1.0,NO,NO,NO,NONE,Good,7 Average,Electricity,PUBLIC,1200,0,480,230,1978,0,"111 Butte Avenue Southeast, Pacific, Washington 98047, United States",47.26747,-122.24452,98047,7,4,132.91666666666666
23087,8078600330,8/26/2021,1230000.0,3,2.5,1940,5980,1.0,NO,YES,NO,AVERAGE,Good,7 Average,Gas,PUBLIC,1520,750,400,60,1987,0,"1120 Oak Hill Place Northwest, Issaquah, Washington 98027, United States",47.5476,-122.07474,98027,7,4,634.020618556701
23098,3856900175,12/16/2021,1016500.0,4,2.0,1600,3000,1.0,NO,NO,YES,NONE,Average,7 Average,Electricity,PUBLIC,940,920,260,0,1985,0,"322 Northeast 59th Street, Seattle, Washington 98105, United States",47.67176,-122.32447,98105,7,3,635.3125
23142,342000325,1/31/2022,1610000.0,3,3.0,2090,4000,1.0,NO,NO,NO,NONE,Good,7 Average,Gas,PUBLIC,1310,1300,520,390,1983,0,"714 33rd Avenue, Seattle, Washington 98122, United States",47.608445,-122.29018,98122,7,4,770.334928229665
23163,2474400040,7/26/2021,655000.0,4,2.0,2230,8952,1.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,2230,0,440,0,1989,0,"10924 Southeast 219th Place, Kent, Washington 98031, United States",47.40572,-122.19526,98031,8,3,293.7219730941704
23171,3336001220,5/7/2022,715000.0,4,3.0,1730,5041,1.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,1020,1000,290,40,1998,0,"8427 Grattan Place South, Seattle, Washington 98118, United States",47.52664,-122.26744,98118,7,3,413.29479768786126
23215,1822059097,8/4/2021,600000.0,5,3.0,2259,6534,1.0,NO,NO,NO,AVERAGE,Average,8 Good,Gas,PUBLIC,1357,1302,400,240,2004,0,"801 North Lenora Avenue, Kent, Washington 98031, United States",47.388455,-122.22419,98031,8,3,265.6042496679947
23230,6647200150,1/4/2022,999999.0,3,1.0,1100,7208,1.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,1100,1100,530,100,1980,0,"13229 112th Avenue Northeast, Kirkland, Washington 98034, United States",47.7194,-122.19188,98034,7,3,909.09
23241,3345100127,7/27/2021,815000.0,3,2.0,1200,9600,1.0,NO,NO,NO,NONE,Very Good,7 Average,Gas,PRIVATE,1200,0,550,220,1987,0,"11436 Southeast 89th Place, Newcastle, Washington 98056, United States",47.522905,-122.186585,98056,7,5,679.1666666666666
23246,2011400181,5/4/2022,880000.0,3,3.0,2340,9750,1.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,1840,580,620,570,1990,0,"1207 S 228th St, Des Moines, Washington 98198, United States",47.39734,-122.317685,98198,7,3,376.0683760683761
23248,1233100740,7/22/2021,895000.0,3,2.0,1920,12600,1.0,NO,NO,NO,NONE,Average,6 Low Average,Electricity,PRIVATE,1520,560,0,360,1981,0,"8532 126th Avenue Northeast, Kirkland, Washington 98033, United States",47.68038,-122.17152,98033,6,3,466.1458333333333
23267,1997200290,11/22/2021,930000.0,4,2.0,1580,7490,1.0,NO,NO,YES,NONE,Average,7 Average,Electricity,PUBLIC,1580,0,460,0,1982,0,"8852 Ashworth Avenue North, Seattle, Washington 98103, United States",47.6939,-122.33893,98103,7,3,588.6075949367089
23285,2329800460,2/23/2022,550000.0,4,2.5,1600,5897,1.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,1230,690,510,120,1988,0,"17017 Southeast 251st Place, Covington, Washington 98042, United States",47.37687,-122.11403,98042,7,3,343.75
23289,8035600620,10/8/2021,575000.0,4,3.0,2010,7699,1.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,1490,840,500,0,1989,0,"10319 Southeast 209th Place, Kent, Washington 98031, United States",47.41423,-122.2033,98031,8,3,286.0696517412935
23310,3876710170,12/28/2021,650000.0,4,2.5,2080,6900,1.0,NO,NO,YES,NONE,Good,7 Average,Electricity,PUBLIC,1410,1320,650,150,1978,0,"29701 32nd Place South, Auburn, Washington 98001, United States",47.33573,-122.29186,98001,7,4,312.5
23362,1951830010,10/5/2021,1230000.0,3,2.5,1520,7556,1.0,NO,NO,NO,NONE,Very Good,8 Good,Gas,PUBLIC,1170,660,490,0,1986,0,"6910 128th Place Southeast, Bellevue, Washington 98006, United States",47.54078,-122.168705,98006,8,5,809.2105263157895
23414,3438502331,1/13/2022,575000.0,3,1.5,1060,5000,1.0,NO,NO,NO,NONE,Good,7 Average,Electricity,PUBLIC,1060,0,290,160,1981,0,"6916 25th Avenue Southwest, Seattle, Washington 98106, United States",47.540275,-122.3641,98106,7,4,542.4528301886793
23422,6642200490,10/7/2021,670000.0,3,3.0,2140,9687,1.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,1540,800,530,110,1987,0,"5821 South 296th Place, Auburn, Washington 98001, United States",47.33514,-122.260635,98001,8,3,313.0841121495327
23426,925059041,5/5/2022,1400000.0,3,2.5,1680,7810,1.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,1680,0,440,80,1990,0,"7401 131st Place Northeast, Kirkland, Washington 98033, United States",47.67079,-122.1651,98033,8,3,833.3333333333334
23440,2122069127,12/8/2021,930000.0,3,2.5,2290,44866,1.0,NO,NO,NO,NONE,Good,8 Good,Gas,PRIVATE,1510,1350,570,1020,1978,0,"21403 251st Place Southeast, Maple Valley, Washington 98038, United States",47.37636,-122.05665,98038,8,4,406.11353711790395
23445,2895700060,10/13/2021,905000.0,3,2.0,1530,7575,1.0,NO,NO,NO,NONE,Good,7 Average,Gas,PUBLIC,1530,0,510,0,1979,0,"10844 Northeast 135th Place, Kirkland, Washington 98034, United States",47.72199000000001,-122.19514,98034,7,4,591.5032679738562
23455,3343901893,6/2/2022,930000.0,5,3.0,2120,4959,1.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,1320,1350,550,100,2004,0,"2008 Northeast 18th Place, Renton, Washington 98056, United States",47.50833,-122.1917,98056,8,3,438.6792452830189
23457,9264900800,10/22/2021,541000.0,3,2.0,1660,9197,1.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,1660,0,460,610,1979,0,"516 Southwest 324th Street, Federal Way, Washington 98023, United States",47.31226,-122.33963,98023,8,3,325.90361445783134
23463,9560800430,12/14/2021,1020000.0,3,2.5,2140,9771,1.0,NO,NO,NO,AVERAGE,Average,8 Good,Gas,PUBLIC,1190,1190,460,410,1985,0,"17833 149th Avenue Northeast, Woodinville, Washington 98072, United States",47.757915,-122.141935,98072,8,3,476.6355140186916
23467,9536600285,7/6/2021,775000.0,4,3.0,2330,7350,1.0,NO,NO,NO,AVERAGE,Average,8 Good,Gas,PUBLIC,1530,1040,380,440,1991,0,"26415 Marine View Drive South, Des Moines, Washington 98198, United States",47.36464,-122.32268,98198,8,3,332.61802575107293
23479,4123830380,10/18/2021,648000.0,3,2.0,1940,6500,1.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,1940,0,400,80,1990,0,"26024 Lake Wilderness Country Club Dr SE, Maple Valley, Washington 98038, United States",47.36861,-122.03943,98038,8,3,334.02061855670104
23485,2226079042,1/12/2022,910000.0,3,2.0,1790,175111,1.0,NO,NO,NO,NONE,Average,8 Good,Other,PRIVATE,1790,0,530,200,1995,0,"32828 Northeast 138th Street, Duvall, Washington 98019, United States",47.72215,-121.90009,98019,8,3,508.37988826815644
23486,6705100040,10/26/2021,725000.0,2,2.0,1320,2373,1.0,NO,NO,NO,NONE,Good,8 Good,Gas,PUBLIC,1320,0,490,0,1986,0,"11314 Southeast 65th Street, Bellevue, Washington 98006, United States",47.545555,-122.188072,98006,8,4,549.2424242424242
23498,6705110320,3/3/2022,775000.0,2,2.0,1320,2960,1.0,NO,NO,NO,NONE,Good,8 Good,Gas,PUBLIC,1320,0,490,0,1986,0,"11427 Southeast 66th Street, Bellevue, Washington 98006, United States",47.54413,-122.185965,98006,8,4,587.1212121212121
23499,2345500190,2/16/2022,455000.0,2,1.0,830,7359,1.0,NO,NO,NO,NONE,Good,6 Low Average,Electricity,PUBLIC,830,0,350,0,1981,0,"2104 South 362nd Court, Federal Way, Washington 98003, United States",47.27701,-122.30712,98003,6,4,548.1927710843373
23500,9477200570,8/11/2021,850000.0,3,2.0,1210,6912,1.0,NO,NO,NO,NONE,Good,7 Average,Gas,PUBLIC,1210,0,400,110,1984,0,"11224 Northeast 143rd Place, Kirkland, Washington 98034, United States",47.73096,-122.19168,98034,7,4,702.4793388429752
23503,1437650030,6/22/2021,760000.0,3,2.5,1610,15130,1.0,NO,NO,NO,NONE,Average,7 Average,Electricity,PRIVATE,1190,660,460,40,1985,0,"851 Field Avenue Northeast, Renton, Washington 98059, United States",47.49681,-122.15417,98059,7,3,472.0496894409938
23513,5631501018,10/29/2021,640000.0,2,1.0,920,11100,1.0,NO,NO,NO,NONE,Good,7 Average,Electricity,PUBLIC,920,0,240,190,1983,0,"8316 Northeast 156th Street, Kenmore, Washington 98028, United States",47.74158,-122.23022,98028,7,4,695.6521739130435
23516,7137910010,7/20/2021,550000.0,3,2.5,1580,6334,1.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,1200,640,400,40,1993,0,"12800 Southeast 318th Way, Auburn, Washington 98092, United States",47.31787,-122.17092,98092,7,3,348.1012658227848
23520,8732190680,6/22/2021,565000.0,3,2.5,1850,7522,1.0,NO,NO,NO,NONE,Very Good,8 Good,Gas,PUBLIC,1390,770,570,0,1979,0,"32633 50th Place Southwest, Federal Way, Washington 98023, United States",47.30893,-122.39779,98023,8,5,305.4054054054054
23526,3902310060,5/26/2022,1400000.0,3,2.0,1900,7700,1.0,NO,NO,YES,NONE,Good,8 Good,Gas,PUBLIC,1370,680,460,420,1980,0,"10022 117th Place Northeast, Kirkland, Washington 98033, United States",47.69017,-122.183995,98033,8,4,736.8421052631579
23555,5706201560,4/1/2022,2200000.0,4,3.0,3220,12960,1.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,2040,2100,820,980,2008,0,"575 Mount Logan Drive Southwest, Issaquah, Washington 98027, United States",47.524145,-122.053695,98027,8,3,683.2298136645962
23568,7211350140,6/3/2022,602500.0,3,1.0,1010,9600,1.0,NO,NO,NO,NONE,Average,7 Average,Electricity,PUBLIC,1010,0,480,0,1980,0,"4200 Regal Avenue Northeast, Carnation, Washington 98014, United States",47.645915,-121.908535,98014,7,3,596.5346534653465
23575,1561910180,10/20/2021,810000.0,4,3.0,2230,10803,1.0,NO,NO,NO,NONE,Very Good,9 Better,Gas,PUBLIC,1730,660,490,0,1989,0,"9517 South 204th Place, Kent, Washington 98031, United States",47.41878,-122.21345,98031,9,5,363.2286995515695
23581,8732010140,3/11/2022,821000.0,3,2.0,1810,12000,1.0,YES,NO,NO,AVERAGE,Average,8 Good,Gas,PUBLIC,1410,650,540,80,1980,0,"32503 43rd Place Southwest, Federal Way, Washington 98023, United States",47.31073,-122.38917,98023,8,3,453.5911602209945
23593,424069222,3/8/2022,1600000.0,3,2.0,1530,29040,1.0,NO,NO,YES,NONE,Average,8 Good,Gas,PRIVATE,1530,0,630,410,1983,0,"22524 Southeast 20th Street, Sammamish, Washington 98075, United States",47.59222000000001,-122.03865,98075,8,3,1045.751633986928
23594,2426100050,5/27/2022,1800000.0,4,2.5,2000,20400,1.0,NO,NO,NO,NONE,Good,8 Good,Gas,PUBLIC,1190,1100,480,160,1978,0,"18511 Northeast 184th Street, Woodinville, Washington 98077, United States",47.761,-122.09263,98077,8,4,900.0
23600,7697800100,6/3/2022,1030000.0,4,3.0,2540,10967,1.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,1540,1460,530,380,1979,0,"10625 Northeast 204th Place, Bothell, Washington 98011, United States",47.77578,-122.197955,98011,8,3,405.51181102362204
23601,6648500450,11/1/2021,570000.0,3,2.0,1760,7400,1.0,NO,NO,NO,NONE,Good,8 Good,Electricity,PUBLIC,1760,0,480,290,1980,0,"27447 145th Avenue Southeast, Kent, Washington 98042, United States",47.355285,-122.1485,98042,8,4,323.8636363636364
23604,6029300090,5/27/2022,655000.0,3,2.0,2450,23400,1.0,NO,NO,NO,NONE,Good,8 Good,Gas,PUBLIC,2450,650,650,290,1990,0,"3620 Scenic Drive, Auburn, Washington 98092, United States",47.29014,-122.18257,98092,8,4,267.3469387755102
23623,9407102940,5/10/2022,791650.0,3,2.5,1700,11455,1.0,NO,NO,YES,NONE,Good,7 Average,Electricity,PRIVATE,1240,620,280,80,1980,0,"43329 Southeast 176th Street, North Bend, Washington 98045, United States",47.44205,-121.761595,98045,7,4,465.6764705882353
23630,6600490290,9/30/2021,505000.0,2,2.0,1330,3631,1.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,1330,0,440,40,2004,0,"26712 19th Avenue South, Des Moines, Washington 98198, United States",47.362345,-122.30888,98198,7,3,379.69924812030075
23652,7264900030,12/1/2021,1755000.0,4,3.0,2430,8846,1.0,NO,NO,NO,NONE,Good,8 Good,Gas,PUBLIC,1420,1370,630,540,1979,0,"9550 172nd Avenue Northeast, Redmond, Washington 98052, United States",47.68693,-122.11033,98052,8,4,722.2222222222222
23655,5412300480,8/2/2021,530000.0,4,2.5,1240,7912,1.0,NO,NO,NO,NONE,Very Good,6 Low Average,Gas,PUBLIC,940,520,420,80,1981,0,"25431 120th Place Southeast, Kent, Washington 98030, United States",47.37358,-122.18127,98030,6,5,427.4193548387097
23657,3343901106,7/14/2021,805000.0,3,2.0,1650,18124,1.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,1650,0,460,0,1989,0,"2228 Northeast 12th Street, Renton, Washington 98056, United States",47.503625,-122.18853,98056,7,3,487.8787878787879
23668,8682301270,1/25/2022,1311000.0,2,2.0,1860,4757,1.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,1860,0,430,110,2007,0,"13407 Mahonia Place Northeast, Redmond, Washington 98053, United States",47.718695,-122.020265,98053,8,3,704.8387096774194
23677,9269750270,3/2/2022,580000.0,3,2.0,1260,10659,1.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,1260,0,440,305,1987,0,"1824 Southwest 355th Place, Federal Way, Washington 98023, United States",47.28342,-122.35886,98023,7,3,460.3174603174603
23684,103400410,10/6/2021,535000.0,3,2.0,1350,7260,1.0,NO,NO,NO,NONE,Good,7 Average,Gas,PUBLIC,1350,0,440,180,1989,0,"2633 South 353rd Street, Federal Way, Washington 98003, United States",47.28505,-122.29845,98003,7,4,396.2962962962963
23700,5422400300,8/5/2021,390000.0,4,4.0,1780,8954,1.0,NO,NO,NO,NONE,Average,7 Average,Electricity,PUBLIC,1780,0,530,0,1980,0,"1818 C Street Southeast, Auburn, Washington 98002, United States",47.29209,-122.22478999999998,98002,7,3,219.1011235955056
23720,3316500139,8/11/2021,1250000.0,4,2.5,1990,19990,1.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,1990,0,610,0,1979,0,"16020 Northeast 6th Street, Bellevue, Washington 98008, United States",47.61546,-122.1261,98008,8,3,628.1407035175879
23725,8682310180,10/14/2021,1070000.0,2,2.0,1870,5995,1.0,NO,YES,NO,NONE,Average,8 Good,Gas,PUBLIC,1870,0,430,220,2009,0,"12724 Adair Creek Way Northeast, Redmond, Washington 98053, United States",47.71234000000001,-122.014405,98053,8,3,572.192513368984
23752,766900270,12/21/2021,930000.0,3,2.0,1420,10925,1.0,NO,NO,NO,NONE,Average,7 Average,Electricity,PUBLIC,1160,620,440,290,1990,0,"15006 87th Avenue Northeast, Kenmore, Washington 98028, United States",47.73707,-122.22482,98028,7,3,654.9295774647887
23777,2539500007,8/11/2021,810000.0,4,3.0,2170,5324,1.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,1310,1280,500,130,1996,0,"3963 Renton Avenue South, Seattle, Washington 98108, United States",47.568155,-122.29514,98108,7,3,373.2718894009217
23783,7334400760,11/5/2021,256375.0,3,1.5,1080,10950,1.0,NO,NO,NO,NONE,Average,7 Average,Electricity,PRIVATE,1080,0,360,0,1989,0,"44552 Southeast 147th Street, North Bend, Washington 98045, United States",47.46738,-121.745,98045,7,3,237.38425925925927
23804,9407001520,3/1/2022,555000.0,3,2.0,1630,11500,1.0,NO,NO,NO,NONE,Average,7 Average,Gas,PRIVATE,830,800,440,70,1980,0,"42633 Southeast 169th Street, North Bend, Washington 98045, United States",47.44726,-121.77163,98045,7,3,340.4907975460123
23810,1842610040,10/7/2021,660000.0,3,2.0,2010,13556,1.0,NO,NO,NO,NONE,Average,8 Good,Gas,PRIVATE,2010,0,630,570,1980,0,"17424 Southeast 293rd Place, Kent, Washington 98042, United States",47.33901,-122.1088,98042,8,3,328.35820895522386
23814,623069055,1/14/2022,1415000.0,3,3.5,4110,174240,1.0,NO,NO,NO,NONE,Average,9 Better,Gas,PRIVATE,2120,1990,740,1330,1995,0,"10422 186th Avenue Southeast, Issaquah, Washington 98027, United States",47.50816,-122.0905,98027,9,3,344.2822384428224
23816,2558000020,5/11/2022,1407000.0,3,2.0,2180,8775,1.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,2180,0,550,170,1998,0,"6012 Northeast 204th Street, Kenmore, Washington 98028, United States",47.77635,-122.26487,98028,8,3,645.4128440366973
23832,2309710110,4/4/2022,615000.0,3,2.0,1490,6869,1.0,NO,NO,NO,GOOD,Average,7 Average,Gas,PUBLIC,1490,0,400,130,2009,0,"326 Sigrist Drive East, Enumclaw, Washington 98022, United States",47.1934,-121.97656,98022,7,3,412.751677852349
23849,1422059218,3/22/2022,1113000.0,3,2.0,1780,206905,1.0,NO,NO,YES,NONE,Average,8 Good,Gas,PRIVATE,1780,0,780,170,1996,0,"23810 148th Avenue Southeast, Kent, Washington 98042, United States",47.38829000000001,-122.14358,98042,8,3,625.2808988764045
23856,1874000555,7/9/2021,815000.0,4,3.0,3030,20475,1.0,NO,NO,NO,NONE,Good,8 Good,Gas,PRIVATE,1830,1480,480,680,1998,0,"83 28th Avenue South, Milton, Washington 98354, United States",47.25841,-122.29847,98354,8,4,268.976897689769
23862,6199600021,3/1/2022,685000.0,3,2.0,1820,10000,1.0,NO,NO,NO,NONE,Good,7 Average,Electricity,PRIVATE,910,910,0,140,1984,0,"18414 120th Avenue Southeast, Renton, Washington 98058, United States",47.437335,-122.18065,98058,7,4,376.3736263736264
23873,49000060,7/1/2021,723000.0,3,2.0,1870,8040,1.0,NO,NO,NO,NONE,Average,7 Average,Electricity,PUBLIC,1270,1220,620,170,1979,0,"3101 Southwest 105th Street, Seattle, Washington 98146, United States",47.50889,-122.37185,98146,7,3,386.63101604278074
23875,9465910190,5/26/2022,1675000.0,4,2.5,2930,19876,1.0,NO,NO,YES,NONE,Good,9 Better,Gas,PUBLIC,2030,900,610,110,1993,0,"12542 Northeast 160th Place, Woodinville, Washington 98072, United States",47.74432,-122.17015,98072,9,4,571.6723549488055
23883,7135500120,6/11/2021,1100000.0,3,2.5,2030,9791,1.0,NO,YES,NO,NONE,Good,8 Good,Gas,PUBLIC,1500,800,480,1050,1984,0,"13322 Southeast 77th Court, Newcastle, Washington 98059, United States",47.533965,-122.161132,98059,8,4,541.871921182266
23889,4008400360,4/26/2022,2110000.0,4,4.5,5490,50900,1.0,YES,NO,NO,GOOD,Average,10 Very Good,Gas,PRIVATE,2880,2610,910,620,1997,0,"17425 East Lake Desire Drive Southeast, Renton, Washington 98058, United States",47.44506,-122.104555,98058,10,3,384.3351548269581
23897,8644400440,10/15/2021,961000.0,4,2.5,2180,34036,1.0,NO,NO,YES,NONE,Average,8 Good,Gas,PRIVATE,1700,910,530,0,1978,0,"632 216th Avenue Northeast, Sammamish, Washington 98074, United States",47.61511,-122.051175,98074,8,3,440.8256880733945
23910,8732130690,4/7/2022,610000.0,4,3.0,2330,7875,1.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,1370,1300,580,350,1978,0,"33025 37th Court Southwest, Federal Way, Washington 98023, United States",47.3059,-122.378635,98023,7,3,261.80257510729615
23923,6648500050,4/14/2022,797500.0,3,2.5,2330,7295,1.0,NO,NO,NO,NONE,Good,8 Good,Electricity,PUBLIC,1760,990,770,160,1979,0,"14501 Southeast 275th Place, Kent, Washington 98042, United States",47.35454,-122.148015,98042,8,4,342.274678111588
23940,5561200450,5/7/2022,1140000.0,4,2.5,2550,39044,1.0,NO,NO,NO,NONE,Good,8 Good,Gas,PRIVATE,1980,1170,730,450,1978,0,"14953 256th Avenue Southeast, Issaquah, Washington 98027, United States",47.4668,-121.99918999999998,98027,8,4,447.05882352941177
23946,1105000092,8/23/2021,225000.0,3,2.0,2380,6102,1.0,NO,NO,NO,NONE,Average,7 Average,Electricity,PUBLIC,1190,1190,0,200,1981,0,"4711 South Graham Street, Seattle, Washington 98118, United States",47.54543,-122.27278,98118,7,3,94.53781512605042
23966,8091400940,6/1/2022,525000.0,2,1.0,1190,8180,1.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,1190,0,0,0,1981,0,"12905 Southeast 278th Street, Kent, Washington 98030, United States",47.35168,-122.16822,98030,7,3,441.1764705882353
